VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,invoice_quantity,invoice_dollars,Freight,Approval,total_item_quantity,total_item_dollars,average_purchase_price,number_of_purchase_lines,number_of_brands,invoice_year,invoice_month,invoice_quarter,invoice_day_of_week,po_to_invoice_days,invoice_to_pay_days,quantity_difference,absolute_quantity_difference,quantity_difference_percentage,dollar_difference,absolute_dollar_difference,dollar_difference_percentage,invoice_cost_per_unit,purchase_cost_per_unit,freight_percentage,freight_per_unit,invoice_plus_freight,vendor_invoice_count,vendor_average_invoice_value,vendor_average_freight,vendor_average_freight_percentage,invoice_vs_vendor_average,invoice_vs_vendor_average_percentage,freight_vs_vendor_average,freight_vs_vendor_average_percentage,anomaly_prediction,anomaly_status,anomaly_score,risk_category
1003,BRONCO WINE COMPANY        ,2024-04-04,9318,2024-03-13,2024-05-13,6,35.7,0.2,Unknown,6,35.7,5.95,1,1,2024,4,2,3,22,39,0,0,0.0,0.0,0.0,0.0,5.95,5.95,0.5602240896358543,0.03333333333333333,35.900000000000006,26,79.68846153846154,0.40499999999999997,0.504355180126557,-43.988461538461536,55.20054056662966,-0.20499999999999996,50.61728395061728,1,Normal,8.48,Low
3950,"HOOD RIVER DISTILLERS, Inc.",2024-04-07,9419,2024-03-20,2024-05-05,12,258.96,1.29,Unknown,12,258.96,21.58,2,1,2024,4,2,6,18,28,0,0,0.0,0.0,0.0,0.0,21.58,21.58,0.49814643188137175,0.1075,260.25,36,667.6655555555556,3.264444444444445,0.5650000318987414,-408.7055555555556,61.214114185578616,-1.974444444444445,60.48332198774678,1,Normal,8.47,Low
8664,"STOLI GROUP,(USA) LLC      ",2024-04-05,9343,2024-03-14,2024-04-29,2521,40067.18,180.3,Unknown,2521,40067.18,17.85118971061093,311,21,2024,4,2,4,22,24,0,0,0.0,0.0,0.0,0.0,15.893367711225704,15.893367711225704,0.44999423468285016,0.07151923839746133,40247.48,55,66663.24945454545,337.17254545454546,0.5327347787216861,-26596.069454545453,39.896149185887,-156.87254545454545,46.52589529288753,1,Normal,8.47,Low
1485,CASTLE BRANDS CORP.        ,2024-01-12,8236,2023-12-29,2024-02-17,2714,45057.22,202.76,Unknown,2714,45057.22,16.11549019607843,255,15,2024,1,1,4,14,36,0,0,0.0,0.0,0.0,0.0,16.60177597641857,16.60177597641857,0.45000557069433045,0.07470891672807664,45259.98,55,30534.25290909091,154.50163636363638,0.5490264427843136,14522.967090909093,47.5628702432906,48.25836363636361,31.234856000348316,1,Normal,8.46,Low
8663,STAR INDUSTRIES INC.       ,2024-06-14,10403,2024-05-26,2024-07-24,12,196.92,0.95,Unknown,12,196.92,16.41,1,1,2024,6,2,4,19,40,0,0,0.0,0.0,0.0,0.0,16.41,16.41,0.4824294129595775,0.07916666666666666,197.86999999999998,13,188.6376923076923,0.9569230769230769,0.511680176210602,8.282307692307683,4.39059001994054,-0.006923076923076921,0.7234726688102892,1,Normal,8.46,Low
4848,LAIRD & CO                 ,2024-05-08,9910,2024-04-22,2024-06-14,274,1280.9,6.4,Unknown,274,1280.9,6.584615384615385,13,4,2024,5,2,2,16,37,0,0,0.0,0.0,0.0,0.0,4.674817518248176,4.674817518248176,0.4996486845186978,0.023357664233576644,1287.3000000000002,55,3691.119636363637,18.976181818181818,0.7048331410895639,-2410.2196363636367,65.29779237223808,-12.576181818181817,66.27351033352815,1,Normal,8.45,Low
28750,SMOKY QUARTZ DISTILLERY LLC,2024-04-29,9732,2024-04-10,2024-06-06,12,263.88,1.35,Unknown,12,263.88,21.99,1,1,2024,4,2,0,19,38,0,0,0.0,0.0,0.0,0.0,21.99,21.99,0.5115961800818555,0.1125,265.23,48,1454.2439583333332,7.138541666666666,0.4961621462352972,-1190.3639583333334,81.85448882301529,-5.788541666666665,81.08857434700131,1,Normal,8.45,Low
3924,HEAVEN HILL DISTILLERIES   ,2024-12-20,13307,2024-12-01,2025-01-28,5909,37898.63,189.49,Unknown,635,6163.61,10.648641975308642,81,9,2024,12,4,4,19,39,5274,5274,830.5511811023623,31735.019999999997,31735.019999999997,514.877158029142,6.413712980199695,9.706472440944882,0.4999916883539062,0.032068031815874094,38088.119999999995,55,51212.03527272727,255.8158181818182,0.5386500566242923,-13313.405272727272,25.996633802635188,-66.32581818181819,25.927176299425653,1,Normal,8.45,Low
8150,SEA HAGG DISTILLERY LLC    ,2024-07-27,11219,2024-07-15,2024-09-11,595,9474.84,45.48,Unknown,595,9474.84,17.235166666666668,60,6,2024,7,3,5,12,46,0,0,0.0,0.0,0.0,0.0,15.924100840336134,15.924100840336134,0.4800081056777739,0.07643697478991596,9520.32,54,3482.3048148148146,17.324444444444445,0.545622945590773,5992.535185185186,172.08531429216262,28.15555555555555,162.51924063622369,1,Normal,8.44,Low
7153,PINE STATE TRADING CO      ,2024-04-04,9483,2024-03-23,2024-05-20,7801,51169.59,260.96,Unknown,7801,51169.59,8.647769784172661,417,91,2024,4,2,3,12,46,0,0,0.0,0.0,0.0,0.0,6.559362902192026,6.559362902192026,0.509990406411308,0.03345212152288168,51430.549999999996,55,56892.21072727272,288.8149090909091,0.5313437314649334,-5722.620727272726,10.058706902260422,-27.854909090909132,9.644553731172289,1,Normal,8.44,Low
9819,TREASURY WINE ESTATES      ,2024-05-10,9928,2024-04-24,2024-06-10,10168,62028.82,310.14,Unknown,10168,62028.82,6.143976420150054,933,69,2024,5,2,4,16,31,0,0,0.0,0.0,0.0,0.0,6.100395357985838,6.100395357985838,0.4999933901692793,0.030501573564122735,62338.96,55,54157.93454545455,269.7558181818182,0.5397604076455524,7870.885454545452,14.533208329685188,40.38418181818179,14.970643484309365,1,Normal,8.43,Low
6213,MHW LTD                    ,2024-02-26,8882,2024-02-11,2024-04-07,4014,28959.03,130.32,Unknown,4014,28959.03,13.682894736842107,228,39,2024,2,1,0,15,41,0,0,0.0,0.0,0.0,0.0,7.214506726457399,7.214506726457399,0.450015073018675,0.032466367713004485,29089.35,55,34333.327454545455,174.9378181818182,0.5578323093574249,-5374.297454545456,15.65329623719283,-44.617818181818194,25.50495864504583,1,Normal,8.42,Low
90017,THE IMPORTED GRAPE LLC     ,2024-04-06,9442,2024-03-21,2024-05-13,80,909.84,5.0,Unknown,80,909.84,10.478,5,5,2024,4,2,5,16,37,0,0,0.0,0.0,0.0,0.0,11.373000000000001,11.373000000000001,0.5495471731293414,0.0625,914.84,47,342.42063829787236,1.7027659574468086,0.4991920292897648,567.4193617021276,165.7082833916478,3.2972340425531916,193.63988504310882,1,Normal,8.42,Low
172662,SWEETWATER FARM         ,2024-06-22,10575,2024-06-07,2024-07-30,12,257.64,1.24,Unknown,12,257.64,21.47,1,1,2024,6,2,5,15,38,0,0,0.0,0.0,0.0,0.0,21.47,21.47,0.4812917248874398,0.10333333333333333,258.88,29,1196.828620689655,6.149655172413794,0.505566505820314,-939.1886206896551,78.47310838442861,-4.909655172413793,79.83626780307279,1,Normal,8.41,Low
9744,FREDERICK WILDMAN & SONS   ,2024-01-30,8440,2024-01-12,2024-03-04,1952,24450.41,134.48,Unknown,1952,24450.41,15.10560606060606,132,29,2024,1,1,1,18,34,0,0,0.0,0.0,0.0,0.0,12.525824795081967,12.525824795081967,0.5500112268056037,0.06889344262295082,24584.89,55,13808.168,72.726,0.5380438199673071,10642.242,77.07207791793958,61.75399999999999,84.91323598162967,1,Normal,8.41,Low
28776,TALL SHIP DISTILLERY LLC   ,2024-04-18,9652,2024-04-04,2024-05-21,30,635.46,2.92,Unknown,30,635.46,21.182,5,3,2024,4,2,3,14,33,0,0,0.0,0.0,0.0,0.0,21.182000000000002,21.182000000000002,0.4595096465552513,0.09733333333333333,638.38,51,949.9133333333334,5.096078431372549,0.6565744761858016,-314.4533333333334,33.10337083383046,-2.1760784313725487,42.70103886110042,1,Normal,8.41,Low
4550,KLIN SPIRITS LLC           ,2024-09-23,11977,2024-09-06,2024-11-02,106,1735.86,8.68,Unknown,106,1735.86,18.05034482758621,29,2,2024,9,3,0,17,40,0,0,0.0,0.0,0.0,0.0,16.376037735849057,16.376037735849057,0.5000403258327285,0.08188679245283019,1744.54,54,1916.3757407407406,9.842592592592593,0.6747830000307397,-180.51574074074074,9.419642343779913,-1.1625925925925937,11.811853245531525,1,Normal,8.4,Low
9819,TREASURY WINE ESTATES      ,2024-04-17,9579,2024-03-30,2024-05-18,8964,40264.95,209.38,Unknown,8964,40264.95,5.40721136767318,563,54,2024,4,2,2,18,31,0,0,0.0,0.0,0.0,0.0,4.4918507362784466,4.4918507362784466,0.5200056128220698,0.023357875948237395,40474.329999999994,55,54157.93454545455,269.7558181818182,0.5397604076455524,-13892.98454545455,25.652722287247165,-60.375818181818204,22.3816555982953,1,Normal,8.39,Low
90051,FULCHINO VINEYARD INC      ,2024-01-30,8423,2024-01-11,2024-03-01,23,314.87,1.54,Unknown,23,314.87,13.69,2,1,2024,1,1,1,19,31,0,0,0.0,0.0,0.0,0.0,13.69,13.69,0.4890907358592435,0.06695652173913044,316.41,34,327.8755882352941,1.615,0.4984836903940142,-13.005588235294113,3.966622920996754,-0.07499999999999996,4.643962848297211,1,Normal,8.39,Low
8892,TRINCHERO FAMILY ESTATES   ,2024-08-19,11520,2024-08-05,2024-10-02,6189,38796.84,197.86,Unknown,6189,38796.84,6.176379310344828,638,62,2024,8,3,0,14,44,0,0,0.0,0.0,0.0,0.0,6.268676684440135,6.268676684440135,0.5099899888753827,0.031969623525609954,38994.7,55,40949.29654545455,210.83581818181818,0.5525884299419644,-2152.456545454552,5.256394436630386,-12.97581818181817,6.154465732491541,1,Normal,8.39,Low
90058,ZORVINO VINEYARDS          ,2024-10-09,12179,2024-09-19,2024-11-13,267,2117.4,11.22,Unknown,267,2117.4,8.046785714285715,28,6,2024,10,4,2,20,35,0,0,0.0,0.0,0.0,0.0,7.930337078651686,7.930337078651686,0.529895154434684,0.04202247191011236,2128.62,55,1565.8674545454546,8.157818181818183,0.6955931432420391,551.5325454545455,35.22217310625734,3.062181818181818,37.536774538646696,1,Normal,8.39,Low
10000,MAJESTIC FINE WINES        ,2024-08-22,11434,2024-07-31,2024-09-23,8229,62801.96,307.73,Unknown,8229,62801.96,8.065600907029479,441,24,2024,8,3,3,22,32,0,0,0.0,0.0,0.0,0.0,7.631785150078989,7.631785150078989,0.49000063055356874,0.037395795357880665,63109.69,55,63757.611454545455,319.77436363636366,0.5418892530228552,-955.6514545454556,1.4988821455878498,-12.044363636363641,3.7665194605969337,1,Normal,8.38,Low
8663,STAR INDUSTRIES INC.       ,2024-04-11,9501,2024-03-24,2024-05-06,10,164.1,0.79,Unknown,10,164.1,16.41,1,1,2024,4,2,3,18,25,0,0,0.0,0.0,0.0,0.0,16.41,16.41,0.481413772090189,0.079,164.89,13,188.6376923076923,0.9569230769230769,0.511680176210602,-24.53769230769231,13.007841650049548,-0.16692307692307684,17.44372990353697,1,Normal,8.38,Low
1587,VINEYARD BRANDS INC        ,2024-08-12,11338,2024-07-24,2024-09-17,6195,37981.65,197.5,Unknown,6195,37981.65,6.620100755667506,397,33,2024,8,3,0,19,36,0,0,0.0,0.0,0.0,0.0,6.131016949152543,6.131016949152543,0.5199879415454568,0.03188054882970137,38179.15,58,20812.31586206897,104.65672413793104,0.5311822250097047,17169.334137931033,82.49602904222027,92.84327586206896,88.71219372365154,1,Normal,8.38,Low
7154,PREMIER DISTRIBUTORS       ,2024-12-26,13475,2024-12-12,2025-02-11,176,2171.37,9.77,Unknown,19,260.11,13.69,2,1,2024,12,4,3,14,47,157,157,826.3157894736843,1911.2599999999998,1911.2599999999998,734.789127676752,12.337329545454544,13.690000000000001,0.4499463472369979,0.055511363636363636,2181.14,54,1565.3864814814815,8.006851851851852,0.6179583213573736,605.9835185185184,38.71143169353397,1.7631481481481472,22.0204917084904,1,Normal,8.37,Low
653,STATE WINE & SPIRITS   ,2024-06-17,10509,2024-06-02,2024-07-28,4077,38571.89,177.43,Unknown,4077,38571.89,10.345805243445692,267,63,2024,6,2,0,15,41,0,0,0.0,0.0,0.0,0.0,9.460851116016679,9.460851116016679,0.459998200762265,0.04351974491047339,38749.32,55,27812.40072727273,145.7269090909091,0.5954121062936404,10759.48927272727,38.6859422105786,31.703090909090918,21.755138503152853,1,Normal,8.36,Low
1189,BULLY BOY DISTILLERS       ,2024-01-17,8220,2023-12-28,2024-02-12,12,264.6,1.19,Unknown,12,264.6,22.05,2,1,2024,1,1,2,20,26,0,0,0.0,0.0,0.0,0.0,22.05,22.05,0.44973544973544965,0.09916666666666667,265.79,53,2225.060754716981,11.497924528301887,0.5665297649949388,-1960.4607547169812,88.10818988025089,-10.307924528301887,89.65030604374867,1,Normal,8.36,Low
9260,TY KU LLC                  ,2024-11-26,13012,2024-11-10,2025-01-05,24,330.36,1.82,Unknown,2058,15513.02,7.716145251396648,179,33,2024,11,4,1,16,40,-2034,2034,98.83381924198251,-15182.66,15182.66,97.87043399673307,13.765,7.537910592808553,0.5509141542559632,0.07583333333333334,332.18,50,778.4294,3.9788,0.5024452866114896,-448.0694,57.56069850393626,-2.1588000000000003,54.25756509500352,1,Normal,8.36,Low
1601,VRANKEN AMERICA            ,2024-12-14,13335,2024-12-02,2025-01-27,95,1828.88,10.06,Unknown,199,1716.45,8.64,17,5,2024,12,4,5,12,44,-104,104,52.26130653266332,112.43000000000006,112.43000000000006,6.550147105945414,19.251368421052632,8.62537688442211,0.550063426796728,0.10589473684210526,1838.94,54,3857.965740740741,19.42537037037037,0.5927773148989828,-2029.0857407407407,52.594706047108396,-9.36537037037037,48.21205563552818,1,Normal,8.36,Low
2000,SOUTHERN GLAZERS W&S OF NE ,2024-10-23,12482,2024-10-05,2024-12-03,305,1866.6,8.4,Unknown,363,3024.23,8.329677419354839,31,4,2024,10,4,2,18,41,-58,58,15.977961432506888,-1157.63,1157.63,38.27850394976573,6.12,8.331212121212122,0.45001607200257154,0.02754098360655738,1875.0,67,55830.11014925373,283.8297014925373,0.5388224556149691,-53963.51014925373,96.65664281333153,-275.42970149253733,97.04047886608484,1,Normal,8.35,Low
172662,SWEETWATER FARM         ,2024-06-07,10322,2024-05-20,2024-07-13,53,1155.61,6.12,Unknown,53,1155.61,21.558,5,4,2024,6,2,4,18,36,0,0,0.0,0.0,0.0,0.0,21.803962264150943,21.803962264150943,0.5295904327584566,0.11547169811320755,1161.7299999999998,29,1196.828620689655,6.149655172413794,0.505566505820314,-41.218620689655154,3.4439868814219636,-0.02965517241379345,0.48222496355276995,1,Normal,8.34,Low
90010,VINEXTRA INC               ,2024-10-14,12394,2024-09-29,2024-11-16,207,2498.96,12.99,Unknown,2139,26074.22,17.01868852459016,122,5,2024,10,4,0,15,33,-1932,1932,90.32258064516128,-23575.260000000002,23575.260000000002,90.41597409241773,12.072270531400966,12.189911173445536,0.5198162435573198,0.0627536231884058,2511.95,55,1866.1729090909093,9.544363636363636,0.5855970939292359,632.7870909090907,33.90827762135651,3.445636363636364,36.10126871642474,1,Normal,8.34,Low
4550,KLIN SPIRITS LLC           ,2024-03-05,8970,2024-02-17,2024-04-08,111,1561.77,7.81,Unknown,111,1561.77,14.069999999999999,20,1,2024,3,1,1,17,34,0,0,0.0,0.0,0.0,0.0,14.07,14.07,0.5000736344019926,0.07036036036036036,1569.58,54,1916.3757407407406,9.842592592592593,0.6747830000307397,-354.60574074074066,18.503977753531476,-2.032592592592594,20.650987770460972,1,Normal,8.33,Low
90051,FULCHINO VINEYARD INC      ,2024-02-09,8501,2024-01-17,2024-03-09,50,546.56,2.46,Unknown,50,546.56,10.665000000000001,6,2,2024,2,1,4,23,29,0,0,0.0,0.0,0.0,0.0,10.931199999999999,10.931199999999999,0.45008782201405156,0.0492,549.02,34,327.8755882352941,1.615,0.4984836903940142,218.68441176470583,66.69737534950934,0.845,52.3219814241486,1,Normal,8.33,Low
8892,TRINCHERO FAMILY ESTATES   ,2024-04-29,9734,2024-04-10,2024-05-27,5192,33331.61,169.99,Unknown,5192,33331.61,6.352399299474605,571,55,2024,4,2,0,19,28,0,0,0.0,0.0,0.0,0.0,6.4198016178736514,6.4198016178736514,0.5099963668121642,0.03274075500770416,33501.6,55,40949.29654545455,210.83581818181818,0.5525884299419644,-7617.686545454548,18.6027287110995,-40.845818181818174,19.37328226961608,1,Normal,8.33,Low
1189,BULLY BOY DISTILLERS       ,2024-03-11,9083,2024-02-25,2024-04-14,24,529.2,2.65,Unknown,24,529.2,22.05,4,1,2024,3,1,0,15,34,0,0,0.0,0.0,0.0,0.0,22.05,22.05,0.5007558578987149,0.11041666666666666,531.85,53,2225.060754716981,11.497924528301887,0.5665297649949388,-1695.860754716981,76.21637976050177,-8.847924528301887,76.95236219826384,1,Normal,8.33,Low
8664,"STOLI GROUP,(USA) LLC      ",2024-04-12,9469,2024-03-22,2024-05-11,3151,50163.56,245.8,Unknown,3151,50163.56,17.284950495049504,303,17,2024,4,2,4,21,29,0,0,0.0,0.0,0.0,0.0,15.919885750555379,15.919885750555379,0.48999712141642265,0.0780069819105046,50409.36,55,66663.24945454545,337.17254545454546,0.5327347787216861,-16499.689454545456,24.75080286297148,-91.37254545454545,27.09963983911124,1,Normal,8.32,Low
2000,SOUTHERN GLAZERS W&S OF NE ,2024-09-17,11896,2024-08-31,2024-10-21,1306,7992.72,43.96,Unknown,1306,7992.72,6.12,20,1,2024,9,3,1,17,34,0,0,0.0,0.0,0.0,0.0,6.12,6.12,0.5500005004554144,0.033660030627871367,8036.68,67,55830.11014925373,283.8297014925373,0.5388224556149691,-47837.390149253726,85.68385414495401,-239.8697014925373,84.51183939917725,1,Normal,8.3,Low
8892,TRINCHERO FAMILY ESTATES   ,2024-03-16,9210,2024-03-04,2024-04-30,4424,26775.85,123.17,Unknown,4424,26775.85,5.927650727650727,481,55,2024,3,1,5,12,45,0,0,0.0,0.0,0.0,0.0,6.052407323688969,6.052407323688969,0.46000407083248523,0.02784132007233273,26899.019999999997,55,40949.29654545455,210.83581818181818,0.5525884299419644,-14173.44654545455,34.61218565677127,-87.66581818181818,41.58013516764876,1,Normal,8.3,Low
2876,CENTEUR IMPORTS LLC        ,2024-01-08,8125,2023-12-21,2024-02-07,12,105.36,0.5,Unknown,12,105.36,8.78,1,1,2024,1,1,0,18,30,0,0,0.0,0.0,0.0,0.0,8.78,8.78,0.4745634016704632,0.041666666666666664,105.86,38,164.13368421052633,0.8289473684210527,0.5020364515718679,-58.773684210526326,35.80842317238195,-0.32894736842105265,39.682539682539684,1,Normal,8.3,Low
1590,DIAGEO CHATEAU ESTATE WINES,2024-01-12,8289,2024-01-01,2024-02-22,4612,31455.1,163.57,Unknown,4612,31455.1,7.094107883817427,241,35,2024,1,1,4,11,41,0,0,0.0,0.0,0.0,0.0,6.820273200346921,6.820273200346921,0.5200110633887669,0.035466175195143106,31618.67,55,24826.77872727273,131.99545454545455,0.5514305091498416,6628.321272727269,26.698273447154552,31.574545454545444,23.92093391645717,1,Normal,8.29,Low
10000,MAJESTIC FINE WINES        ,2024-03-24,9288,2024-03-10,2024-05-07,4333,31783.84,168.45,Unknown,4333,31783.84,7.77325,240,22,2024,3,1,6,14,44,0,0,0.0,0.0,0.0,0.0,7.335296561273944,7.335296561273944,0.5299863075072112,0.038876067389799214,31952.29,55,63757.611454545455,319.77436363636366,0.5418892530228552,-31973.771454545455,50.1489480629939,-151.32436363636367,47.322231186876664,1,Normal,8.29,Low
8664,"STOLI GROUP,(USA) LLC      ",2024-01-25,8467,2024-01-13,2024-03-04,2111,30379.85,142.79,Unknown,2111,30379.85,16.920126050420166,238,17,2024,1,1,3,12,39,0,0,0.0,0.0,0.0,0.0,14.39121269540502,14.39121269540502,0.47001548723907455,0.06764092846991947,30522.64,55,66663.24945454545,337.17254545454546,0.5327347787216861,-36283.399454545455,54.42788905645142,-194.38254545454546,57.65076311076768,1,Normal,8.29,Low
6215,MOONLIGHT MEADERY          ,2024-11-28,12955,2024-11-07,2024-12-22,70,634.11,2.85,Unknown,2357,26584.61,17.45169014084507,142,6,2024,11,4,3,21,24,-2287,2287,97.03012303775986,-25950.5,25950.5,97.61474778076489,9.058714285714286,11.279002969876963,0.44944883379855227,0.04071428571428572,636.96,54,1321.4368518518518,6.770555555555556,0.5466463579940751,-687.3268518518518,52.01359799286943,-3.920555555555556,57.90596537293838,1,Normal,8.28,Low
28776,TALL SHIP DISTILLERY LLC   ,2024-08-21,11518,2024-08-05,2024-09-30,36,779.4,3.51,Unknown,36,779.4,21.650000000000002,6,2,2024,8,3,2,16,40,0,0,0.0,0.0,0.0,0.0,21.65,21.65,0.4503464203233256,0.09749999999999999,782.91,51,949.9133333333334,5.096078431372549,0.6565744761858016,-170.51333333333343,17.950409511043123,-1.586078431372549,31.123509041939208,1,Normal,8.26,Low
4550,KLIN SPIRITS LLC           ,2024-02-23,8881,2024-02-11,2024-03-24,66,928.62,4.27,Unknown,66,928.62,14.07,13,1,2024,2,1,4,12,30,0,0,0.0,0.0,0.0,0.0,14.07,14.07,0.4598221016131464,0.0646969696969697,932.89,54,1916.3757407407406,9.842592592592593,0.6747830000307397,-987.7557407407406,51.542905691288986,-5.572592592592594,56.61712135465664,1,Normal,8.25,Low
8150,SEA HAGG DISTILLERY LLC    ,2024-01-24,8351,2024-01-05,2024-02-23,16,346.16,1.87,Unknown,16,346.15999999999997,21.44333333333333,3,2,2024,1,1,2,19,30,0,0,0.0,5.684341886080802e-14,5.684341886080802e-14,1.642114018396349e-14,21.635,21.634999999999998,0.5402126184423388,0.116875,348.03000000000003,54,3482.3048148148146,17.324444444444445,0.545622945590773,-3136.1448148148147,90.05945721559678,-15.454444444444444,89.2060030785018,1,Normal,8.25,Low
653,STATE WINE & SPIRITS   ,2024-01-18,8247,2023-12-29,2024-02-19,3284,30646.03,156.29,Unknown,3284,30646.03,10.356814159292036,226,49,2024,1,1,3,20,32,0,0,0.0,0.0,0.0,0.0,9.33192143727162,9.33192143727162,0.5099844906501756,0.04759135200974421,30802.32,55,27812.40072727273,145.7269090909091,0.5954121062936404,2833.6292727272703,10.18836633526794,10.563090909090903,7.2485520862185515,1,Normal,8.25,Low
9622,WEIN BAUER INC             ,2024-01-15,8284,2023-12-31,2024-02-17,22,419.76,2.01,Unknown,22,419.76,19.08,5,1,2024,1,1,0,15,33,0,0,0.0,0.0,0.0,0.0,19.08,19.08,0.47884505431675234,0.09136363636363636,421.77,53,821.0754716981132,4.193018867924528,0.5272336895225853,-401.31547169811324,48.87680676517223,-2.1830188679245284,52.063177788777395,1,Normal,8.23,Low
90058,ZORVINO VINEYARDS          ,2024-02-29,8922,2024-02-14,2024-04-04,106,887.1,4.7,Unknown,106,887.1,8.387777777777778,9,5,2024,2,1,3,15,35,0,0,0.0,0.0,0.0,0.0,8.368867924528303,8.368867924528303,0.5298162552136174,0.04433962264150944,891.8000000000001,55,1565.8674545454546,8.157818181818183,0.6955931432420391,-678.7674545454546,43.34769539880944,-3.4578181818181823,42.38655612017474,1,Normal,8.22,Low
17031,FLAG HILL WINERY & VINEYARD,2024-01-28,8470,2024-01-14,2024-03-11,243,4201.92,23.11,Unknown,243,4201.92,20.209999999999997,24,8,2024,1,1,6,14,43,0,0,0.0,0.0,0.0,0.0,17.291851851851852,17.291851851851852,0.5499866727591196,0.09510288065843621,4225.03,55,5461.876363636364,28.605636363636364,0.5782250898756538,-1259.9563636363637,23.068196344113513,-5.495636363636365,19.211725597625392,1,Normal,8.22,Low
8664,"STOLI GROUP,(USA) LLC      ",2024-02-16,8715,2024-01-31,2024-03-31,3989,57699.69,265.42,Unknown,3989,57699.69,17.153561643835616,292,21,2024,2,1,4,16,44,0,0,0.0,0.0,0.0,0.0,14.464700426171973,14.464700426171973,0.46000247141709083,0.06653797944346955,57965.11,55,66663.24945454545,337.17254545454546,0.5327347787216861,-8963.559454545451,13.446028400786677,-71.75254545454544,21.280660724560228,1,Normal,8.22,Low
28750,SMOKY QUARTZ DISTILLERY LLC,2024-06-24,10544,2024-06-05,2024-08-04,26,569.11,2.56,Unknown,26,569.11,21.603333333333335,3,2,2024,6,2,0,19,41,0,0,0.0,0.0,0.0,0.0,21.888846153846153,21.888846153846153,0.4498251656094604,0.09846153846153846,571.67,48,1454.2439583333332,7.138541666666666,0.4961621462352972,-885.1339583333332,60.86557576954004,-4.578541666666666,64.13833357653583,1,Normal,8.2,Low
1655,FABRIZIA SPIRITS LLC       ,2024-12-26,13419,2024-12-08,2025-01-23,897,11398.67,59.27,Unknown,4003,39530.93,15.242582417582419,182,6,2024,12,4,3,18,28,-3106,3106,77.59180614539095,-28132.260000000002,28132.260000000002,71.16518634901836,12.707547380156075,9.875326005495879,0.5199729442119124,0.0660758082497213,11457.94,54,6636.863333333334,33.794259259259256,0.5685191168068644,4761.806666666666,71.74784875787206,25.475740740740747,75.38481771504038,1,Normal,8.2,Low
4550,KLIN SPIRITS LLC           ,2024-10-26,12542,2024-10-10,2024-12-11,114,1732.99,9.18,Unknown,296,3961.72,13.413421052631579,38,7,2024,10,4,5,16,46,-182,182,61.48648648648649,-2228.7299999999996,2228.7299999999996,56.25662590995829,15.201666666666666,13.384189189189188,0.5297203099844777,0.08052631578947368,1742.17,54,1916.3757407407406,9.842592592592593,0.6747830000307397,-183.38574074074063,9.569404206184334,-0.6625925925925937,6.73189087488242,1,Normal,8.19,Low
5455,MARSALLE COMPANY           ,2024-03-22,9264,2024-03-09,2024-05-04,64,1673.76,8.37,Unknown,64,1673.76,25.592,10,5,2024,3,1,4,13,43,0,0,0.0,0.0,0.0,0.0,26.1525,26.1525,0.5000716948666475,0.13078125,1682.1299999999999,55,3369.294363636364,17.040181818181818,0.569168669914578,-1695.5343636363639,50.32312943433151,-8.670181818181819,50.88080579592621,1,Normal,8.19,Low
7255,PSP WINES ,2024-03-19,9122,2024-02-28,2024-04-19,176,1247.24,5.86,Unknown,176,1247.24,7.042142857142857,14,6,2024,3,1,1,20,31,0,0,0.0,0.0,0.0,0.0,7.086590909090909,7.086590909090909,0.4698374009813669,0.033295454545454545,1253.1,54,2386.9572222222223,12.013148148148149,0.6612669587999677,-1139.7172222222223,47.747702037205435,-6.153148148148149,51.220113764239805,1,Normal,8.19,Low
1003,BRONCO WINE COMPANY        ,2024-02-21,8794,2024-02-05,2024-03-21,12,73.92,0.4,Unknown,12,73.92,6.16,2,2,2024,2,1,2,16,29,0,0,0.0,0.0,0.0,0.0,6.16,6.16,0.5411255411255411,0.03333333333333333,74.32000000000001,26,79.68846153846154,0.40499999999999997,0.504355180126557,-5.768461538461537,7.238766349727302,-0.004999999999999949,1.2345679012345554,1,Normal,8.18,Low
9819,TREASURY WINE ESTATES      ,2024-09-27,12141,2024-09-16,2024-10-27,6762,44227.55,203.45,Unknown,6762,44227.55,6.607934426229509,610,59,2024,9,3,4,11,30,0,0,0.0,0.0,0.0,0.0,6.540601892931086,6.540601892931086,0.4600073935816023,0.030087252292221235,44431.0,55,54157.93454545455,269.7558181818182,0.5397604076455524,-9930.384545454544,18.3359735351798,-66.30581818181821,24.579939972648674,1,Normal,8.18,Low
388,ATLANTIC IMPORTING COMPANY ,2024-01-25,8323,2024-01-04,2024-02-23,64,1364.48,7.1,Unknown,64,1364.48,21.32,5,1,2024,1,1,3,21,29,0,0,0.0,0.0,0.0,0.0,21.32,21.32,0.5203447467166978,0.1109375,1371.58,53,775.7796226415094,3.9950943396226415,0.5833331594581977,588.7003773584906,75.8850013814466,3.104905660377358,77.71795598375365,1,Normal,8.18,Low
